Eruption date;Country;Volcano Name;Location;Tsunami;Earthquake;Elevation;Volcano Type;Status;Volcanic Explosivity Index;Volcano : Deaths;Total Effects : Deaths;Coordinates
1860-08-18;Guatemala;Fuego;Guatemala;non;non;3763;Stratovolcano;Historical;2;;;14.473, -90.88
1868-09-05;Italy;Etna;Italy;oui;oui;3350;Stratovolcano;Historical;;;;37.734, 15.004
1917-04-01;New Zealand;Okataina;New Zealand;non;non;1111;Lava dome;Historical;1;2;2;-38.12, 176.5
1934-01-01;United States;Hood;US-Oregon;non;non;3426;Stratovolcano;Historical;;1;1;45.374, -121.694
1955-10-13;Japan;Sakura-jima;Kyushu-Japan;non;non;1117;Stratovolcano;Historical;3;;;31.58, 130.67
2019-01-07;Papua New Guinea;Manam;New Guinea-NE of;non;non;1807;Stratovolcano;Historical;4;;;-4.1, 145.061
2019-05-07;Indonesia;Sinabung;Sumatra;non;non;2460;Stratovolcano;Holocene;;;;3.17, 98.392
1471-11-03;Japan;Sakura-jima;Kyushu-Japan;non;non;1117;Stratovolcano;Historical;5;;;31.58, 130.67
1596-05-01;Japan;Asama;Honshu-Japan;non;non;2560;Complex volcano;Historical;2;;;36.4, 138.53
1716-10-05;Iceland;Bardarbunga;Iceland-NE;non;non;2000;Stratovolcano;Historical;2;;;64.63, -17.53
1840-01-01;Solomon Is.;Tinakula;Santa Cruz Is-SW Pac;non;non;851;Stratovolcano;Historical;3;;;-10.38, 165.8
1861-12-29;Indonesia;Makian;Halmahera-Indonesia;non;non;1357;Stratovolcano;Historical;4;326;326;0.32, 127.4
1903-08-30;New Zealand;Okataina;New Zealand;non;non;1111;Lava dome;Historical;1;4;4;-38.12, 176.5
1974-06-17;Japan;Sakura-jima;Kyushu-Japan;non;non;1117;Stratovolcano;Historical;3;3;3;31.58, 130.67
1978-01-01;Indonesia;Tangkubanparahu;Java;non;non;2084;Stratovolcano;Historical;;3;3;-6.77, 107.6
1987-04-17;Italy;Etna;Italy;non;non;3350;Stratovolcano;Historical;2;2;2;37.734, 15.004
1996-09-30;Iceland;Grimsvotn;Iceland-NE;non;non;1725;Caldera;Historical;3;;;64.42, -17.33
2001-08-05;Indonesia;Merapi;Java;non;non;2947;Stratovolcano;Historical;2;2;2;-7.542, 110.442
1711-12-11;Indonesia;Awu;Sangihe Is-Indonesia;non;non;1320;Stratovolcano;Historical;3;3000;3000;3.67, 125.5
1877-06-25;Ecuador;Cotopaxi;Ecuador;non;non;5911;Stratovolcano;Historical;4;340;340;-0.677, -78.436
1906-04-04;Italy;Vesuvius;Italy;oui;non;1281;Complex volcano;Historical;3;350;350;40.821, 14.426
1933-01-08;Russia;Kharimkotan;Kuril Is;oui;non;1145;Stratovolcano;Historical;3;;2;49.12, 154.508
1933-12-24;Japan;Kuchinoerabu-jima;Ryukyu Is;non;non;649;Stratovolcano;Historical;4;8;8;30.43, 130.22
2011-04-01;Ecuador;Tungurahua;Ecuador;non;non;5023;Stratovolcano;Historical;4;;;-1.467, -78.442
1660-01-01;Papua New Guinea;Long Island;New Guinea-NE of;oui;non;1280;Complex volcano;Historical;6;2000;2000;-5.358, 147.12
1858-04-23;Japan;Tate-yama;Honshu-Japan;non;oui;2621;Stratovolcano;Historical;;;;36.57, 137.6
1919-07-06;Japan;Nasu;Honshu-Japan;non;non;1917;Stratovolcano;Historical;;2;2;37.12, 139.97
1949-01-01;Chile;Villarrica;Chile-C;non;non;2847;Stratovolcano;Historical;3;54;54;-39.42, -71.93
1730-01-01;Canada;Tseax River Cone;Canada;non;non;609;Pyroclastic cone;Radiocarbon;;;;55.12, -128.9
1940-07-12;Japan;Miyake-jima;Izu Is-Japan;non;non;815;Stratovolcano;Historical;2;11;11;34.08, 139.53
1966-01-13;Solomon Is.;Tinakula;Santa Cruz Is-SW Pac;oui;non;851;Stratovolcano;Historical;3;;;-10.38, 165.8
1974-10-10;Guatemala;Fuego;Guatemala;non;non;3763;Stratovolcano;Historical;4;;;14.473, -90.88
1975-01-01;Indonesia;Marapi;Sumatra;non;non;2891;Complex volcano;Historical;2;80;80;-0.381, 100.473
1984-09-14;Japan;On-take;Honshu-Japan;non;non;3063;Complex volcano;Historical;;29;29;35.9, 137.48
1991-06-01;Russia;Mutnovsky;Kamchatka;non;non;2322;Complex volcano;Historical;;1;1;52.453, 158.195
1991-08-08;Chile;Hudson, Cerro;Chile-S;non;non;1905;Stratovolcano;Historical;5;;;-45.9, -72.97
2018-02-09;Papua New Guinea;Kadovar;New Guinea-NE of;oui;non;365;Stratovolcano;Holocene;;;;-3.62, 144.62
1510-10-15;Iceland;Hekla;Iceland-S;non;non;1491;Stratovolcano;Historical;4;;;63.98, -19.7
1615-03-01;Pacific Ocean;Banda Api;Banda Sea;non;non;640;Caldera;Historical;3;;;-4.525, 129.871
1617-01-01;Guatemala;Fuego;Guatemala;non;non;3763;Stratovolcano;Historical;3;;;14.473, -90.88
1677-11-22;Spain;La Palma;Canary Is;non;non;2426;Stratovolcano;Historical;2;1;1;28.58, -17.83
1843-11-17;Italy;Etna;Italy;non;non;3350;Stratovolcano;Historical;2;56;56;37.734, 15.004
1847-12-04;Indonesia;Dieng Volc Complex;Java;non;non;2565;Complex volcano;Historical;2;;;-7.2, 109.92
1857-04-17;Papua New Guinea;Umboi;New Guinea-NE of;oui;oui;1548;Complex volcano;Holocene;;;;-5.589, 147.875
1866-09-12;United States;Ofu-Olosega;Samoa-SW Pacific;oui;non;639;Shield volcano;Historical;2;;;-14.175, -169.618
1870-01-01;Indonesia;Iliwerung;Lesser Sunda Is;non;non;1018;Complex volcano;Historical;3;;;-8.54, 123.59
1885-05-25;Colombia;Purace;Colombia;non;oui;4650;Stratovolcano;Historical;3;;;2.32, -76.4
1971-12-27;Japan;Kusatsu-Shirane;Honshu-Japan;non;non;2176;Stratovolcano;Historical;;6;6;36.62, 138.55
1998-04-28;United States;Kilauea;Hawaiian Is;non;non;1222;Shield volcano;Historical;;1;;19.425, -155.292
1630-09-03;Portugal;Furnas;Azores;non;non;805;Stratovolcano;Historical;4;200;200;37.77, -25.32
1669-03-11;Italy;Etna;Italy;non;oui;3350;Stratovolcano;Historical;3;;;37.734, 15.004
1690-01-01;Indonesia;Guntur;Java;non;non;2249;Complex volcano;Historical;3;;;-7.13, 107.83
1964-03-03;Chile;Villarrica;Chile-C;non;non;2847;Stratovolcano;Historical;2;25;25;-39.42, -71.93
1974-10-22;Indonesia;Merapi;Java;non;non;2947;Stratovolcano;Historical;2;9;9;-7.542, 110.442
2015-10-16;Indonesia;Sinabung;Sumatra;non;non;2460;Stratovolcano;Holocene;;1;1;3.17, 98.392
1609-01-01;China;Tengchong;China-S;non;non;2865;Pyroclastic cone;Historical;;;;25.32, 98.47
1718-02-01;Portugal;Pico;Azores;non;non;2351;Stratovolcano;Historical;2;2;2;38.47, -28.4
1846-05-07;New Zealand;Taupo;New Zealand;non;non;760;Caldera;Radiocarbon;;63;63;-38.82, 176.0
1877-02-14;United States;Mauna Loa;Hawaiian Is;oui;oui;4170;Shield volcano;Historical;0;;;19.475, -155.608
1896-03-15;Japan;Kirishima;Kyushu-Japan;non;non;1700;Shield volcano;Historical;2;1;1;31.93, 130.87
1902-05-08;Martinique;Pelee;W Indies;oui;non;1397;Stratovolcano;Historical;4;28000;28000;14.82, -61.17
1923-03-11;Indonesia;Papandayan;Java;non;non;2665;Stratovolcano;Historical;1;1;1;-7.32, 107.73
1947-09-16;Japan;Akagi;Honshu-Japan;non;non;1828;Stratovolcano;Historical;;699;699;36.53, 139.18
1963-05-05;Indonesia;Semeru;Java;non;non;3676;Stratovolcano;Historical;2;1;1;-8.108, 112.92
1998-10-30;Nicaragua;San Cristobal;Nicaragua;non;non;1745;Stratovolcano;Historical;;1620;1620;12.702, -87.004
2007-04-18;Colombia;Huila;Colombia;non;non;5365;Stratovolcano;Historical;;;;2.92, -76.05
2008-05-02;Chile;Chaiten;Chile-S;non;non;962;Caldera;Holocene;;1;1;-42.833, -72.646
1669-03-19;Italy;Etna;Italy;non;non;3350;Stratovolcano;Historical;3;2;2;37.734, 15.004
1698-05-01;Italy;Vesuvius;Italy;oui;non;1281;Complex volcano;Historical;3;;;40.821, 14.426
1707-12-16;Japan;Fuji;Honshu-Japan;non;oui;3776;Stratovolcano;Historical;4;;;35.35, 138.73
1835-01-20;Nicaragua;Cosiguina;Nicaragua;non;non;872;Stratovolcano;Historical;5;;;12.98, -87.57
1860-01-01;Iceland;Grimsvotn;Iceland-NE;non;non;1725;Caldera;Historical;;1;1;64.42, -17.33
1947-01-07;Philippines;Mayon;Luzon-Philippines;non;non;2462;Stratovolcano;Historical;2;;;13.257, 123.685
1957-03-11;United States;Vsevidof;Aleutian Is;non;oui;2149;Stratovolcano;Historical;2;;;53.13, -168.68
1967-07-08;Tanzania;Lengai, Ol Doinyo;Africa-E;non;non;2890;Stratovolcano;Historical;3;;;-2.751, 35.902
1988-07-30;Indonesia;Semeru;Java;non;non;3676;Stratovolcano;Historical;3;1;1;-8.108, 112.92
1990-03-26;Japan;Aso;Kyushu-Japan;non;non;1592;Caldera;Historical;2;1;1;32.88, 131.1
2019-12-09;New Zealand;White Island;New Zealand;non;non;321;Stratovolcano;Historical;2;21;21;-37.52, 177.18
1716-09-24;Philippines;Taal;Luzon-Philippines;oui;oui;400;Stratovolcano;Historical;4;;;14.002, 120.993
1721-05-11;Iceland;Katla;Iceland-S;non;non;1512;Subglacial volcano;Historical;5;;;63.63, -19.05
1819-01-01;United States;Asuncion;Mariana Is-C Pacific;oui;non;857;Stratovolcano;Historical;;;;19.67, 145.4
1895-10-16;Japan;Kirishima;Kyushu-Japan;non;non;1700;Shield volcano;Historical;2;4;4;31.93, 130.87
1953-03-23;Indonesia;Merapi;Java;non;non;2947;Stratovolcano;Historical;3;64;64;-7.542, 110.442
1954-07-21;Japan;Tate-yama;Honshu-Japan;non;non;2621;Stratovolcano;Historical;;1;1;36.57, 137.6
1963-05-16;Indonesia;Agung;Lesser Sunda Is;non;oui;3142;Stratovolcano;Historical;3;120;120;-8.342, 115.508
1997-04-17;Indonesia;Karangetang [Api Siau];Sangihe Is-Indonesia;non;non;1784;Stratovolcano;Historical;1;3;3;2.78, 125.48
2009-11-30;United States;Kilauea;Hawaiian Is;non;non;1222;Shield volcano;Historical;;;;19.425, -155.292
2011-01-03;Indonesia;Merapi;Java;non;non;2947;Stratovolcano;Historical;;1;1;-7.542, 110.442
1754-05-13;Philippines;Taal;Luzon-Philippines;oui;oui;400;Stratovolcano;Historical;4;12;12;14.002, 120.993
1768-04-04;Ecuador;Cotopaxi;Ecuador;non;non;5911;Stratovolcano;Historical;4;;;-0.677, -78.436
1814-02-01;Philippines;Mayon;Luzon-Philippines;non;non;2462;Stratovolcano;Historical;4;1200;1200;13.257, 123.685
1872-04-15;Indonesia;Merapi;Java;non;non;2947;Stratovolcano;Historical;4;30;30;-7.542, 110.442
1913-06-23;Indonesia;Semeru;Java;non;non;3676;Stratovolcano;Historical;2;;;-8.108, 112.92
1916-03-03;Ecuador;Tungurahua;Ecuador;non;non;5023;Stratovolcano;Historical;4;;;-1.467, -78.442
1920-07-25;Indonesia;Merapi;Java;non;non;2947;Stratovolcano;Historical;3;33;33;-7.542, 110.442
1946-10-29;Indonesia;Semeru;Java;non;non;3676;Stratovolcano;Historical;2;;;-8.108, 112.92
1948-04-07;Indonesia;Iliwerung;Lesser Sunda Is;non;non;1018;Complex volcano;Historical;2;;;-8.54, 123.59
1951-08-03;Nicaragua;Cosiguina;Nicaragua;oui;oui;872;Stratovolcano;Historical;;;;12.98, -87.57
1974-08-09;Japan;Sakura-jima;Kyushu-Japan;non;non;1117;Stratovolcano;Historical;3;5;5;31.58, 130.67
1984-09-09;Philippines;Mayon;Luzon-Philippines;non;non;2462;Stratovolcano;Historical;3;1;1;13.257, 123.685
1996-01-02;Russia;Karymsky;Kamchatka;oui;non;1536;Stratovolcano;Historical;2;;;54.05, 159.43
2011-01-28;Japan;Kirishima;Kyushu-Japan;non;non;1700;Shield volcano;Historical;;;;31.93, 130.87
1550-11-01;Indonesia;Dukono;Halmahera-Indonesia;non;non;1185;Complex volcano;Historical;3;;;1.68, 127.88
1576-01-01;Mexico;Colima;Mexico;non;non;3850;Stratovolcano;Historical;3;;;19.514, -103.62
1580-08-11;Iceland;Katla;Iceland-S;non;non;1512;Subglacial volcano;Historical;4;;;63.63, -19.05
1730-09-01;Spain;Lanzarote;Canary Is;non;non;670;Fissure vent;Historical;2;;;29.03, -13.63
1850-01-01;Papua New Guinea;Rabaul;New Britain-SW Pac;non;non;688;Pyroclastic shield;Historical;2;;;-4.271, 152.203
1887-03-09;Philippines;Mayon;Luzon-Philippines;non;non;2462;Stratovolcano;Historical;3;15;15;13.257, 123.685
1902-10-25;Guatemala;Santa Maria;Guatemala;non;non;3772;Stratovolcano;Historical;6;2500;10000;14.756, -91.552
1937-02-09;Chile;Llaima;Chile-C;non;non;3125;Stratovolcano;Historical;2;3;3;-38.692, -71.729
1943-04-13;Ecuador;Azul, Cerro;Galapagos;non;non;1690;Shield volcano;Historical;3;1;1;-0.9, -91.42
1983-08-17;Indonesia;Iliwerung;Lesser Sunda Is;oui;non;1018;Complex volcano;Historical;1;;;-8.54, 123.59
1990-05-29;Peru;Sabancaya;Peru;non;non;5967;Stratovolcano;Historical;3;;;-15.78, -71.85
2000-11-01;Indonesia;Merapi;Java;non;non;2947;Stratovolcano;Historical;2;1;1;-7.542, 110.442
1682-08-12;Italy;Vesuvius;Italy;non;non;1281;Complex volcano;Historical;3;4;4;40.821, 14.426
1757-07-09;Portugal;San Jorge;Azores;non;oui;1053;Fissure vent;Historical;0;;1053;38.65, -28.08
1997-08-01;Montserrat;Soufriere Hills;W Indies;non;non;915;Stratovolcano;Historical;3;2;2;16.72, -62.18
2006-08-17;Ecuador;Tungurahua;Ecuador;non;non;5023;Stratovolcano;Historical;3;5;6;-1.467, -78.442
1581-12-26;Guatemala;Fuego;Guatemala;non;non;3763;Stratovolcano;Historical;4;;;14.473, -90.88
1608-07-18;Indonesia;Gamalama;Halmahera-Indonesia;oui;non;1715;Stratovolcano;Historical;3;;;0.8, 127.325
1625-09-02;Iceland;Katla;Iceland-S;non;non;1512;Subglacial volcano;Historical;5;;;63.63, -19.05
1660-02-01;Pacific Ocean;Teon;Banda Sea;non;non;655;Stratovolcano;Historical;4;3;3;-6.92, 129.125
1773-02-02;Indonesia;Gamalama;Halmahera-Indonesia;non;non;1715;Stratovolcano;Historical;2;;;0.8, 127.325
1779-08-08;Italy;Vesuvius;Italy;non;non;1281;Complex volcano;Historical;2;;;40.821, 14.426
1867-10-21;Japan;Zao;Honshu-Japan;non;non;1841;Complex volcano;Historical;2;3;3;38.15, 140.45
1870-01-01;Vanuatu;Aoba;Vanuatu-SW Pacific;non;non;1496;Shield volcano;Historical;2;;;-15.4, 167.83
1910-03-20;New Zealand;Taupo;New Zealand;non;non;760;Caldera;Radiocarbon;;1;1;-38.82, 176.0
1974-10-17;Papua New Guinea;Ritter Island;New Guinea-NE of;oui;non;140;Stratovolcano;Historical;1;;;-5.52, 148.121
1987-01-25;Guatemala;Pacaya;Guatemala;non;non;2552;Complex volcano;Historical;3;;;14.381, -90.601
2000-06-27;Japan;Miyake-jima;Izu Is-Japan;oui;oui;815;Stratovolcano;Historical;2;;1;34.08, 139.53
2006-11-30;Philippines;Mayon;Luzon-Philippines;non;non;2462;Stratovolcano;Historical;1;1266;1266;13.257, 123.685
2018-01-23;Japan;Kusatsu-Shirane;Honshu-Japan;non;non;2176;Stratovolcano;Historical;;1;1;36.62, 138.55
1640-01-01;Ecuador;Tungurahua;Ecuador;non;non;5023;Stratovolcano;Historical;3;5000;5000;-1.467, -78.442
1650-09-26;Greece;Santorini;Greece;oui;non;329;Shield volcano;Historical;4;120;120;36.404, 25.396
1717-02-07;Japan;Kirishima;Kyushu-Japan;non;non;1700;Shield volcano;Historical;3;1;1;31.93, 130.87
1780-09-09;Japan;Sakura-jima;Kyushu-Japan;oui;non;1117;Stratovolcano;Historical;4;;;31.58, 130.67
1833-11-24;Indonesia;Kaba;Sumatra;non;non;1952;Stratovolcano;Historical;2;126;126;-3.52, 102.62
1871-03-03;Indonesia;Ruang;Sangihe Is-Indonesia;oui;non;725;Stratovolcano;Historical;2;;400;2.28, 125.425
1928-01-01;Philippines;Mayon;Luzon-Philippines;non;non;2462;Stratovolcano;Historical;3;;;13.257, 123.685
1976-08-12;Ecuador;Sangay;Ecuador;non;non;5230;Stratovolcano;Historical;3;2;2;-2.03, -78.33
1826-10-11;Indonesia;Kelut;Java;non;non;1731;Stratovolcano;Historical;3;;;-7.93, 112.308
1895-01-01;Papua New Guinea;Dakataua;New Britain-SW Pac;non;non;400;Caldera;Anthropology;2;;;-5.056, 150.108
1930-08-20;Japan;Asama;Honshu-Japan;non;non;2560;Complex volcano;Historical;3;6;6;36.4, 138.53
1932-02-01;Indonesia;Merapi;Java;non;non;2947;Stratovolcano;Historical;;;;-7.542, 110.442
1954-01-01;Philippines;Camiguin;Mindanao-Philippines;non;non;1332;Stratovolcano;Historical;;2;2;9.203, 124.673
1992-09-17;United States;Spurr;Alaska-SW;non;non;3374;Stratovolcano;Historical;4;1;1;61.3, -152.25
1998-07-01;Indonesia;Kelut;Java;non;non;1731;Stratovolcano;Historical;;10;10;-7.93, 112.308
2010-10-26;Indonesia;Merapi;Java;non;non;2947;Stratovolcano;Historical;;367;367;-7.542, 110.442
2016-09-27;Indonesia;Rinjani;Lesser Sunda Is;non;non;3726;Stratovolcano;Historical;;;;-8.42, 116.47
1302-01-01;Italy;Ischia;Italy;non;non;789;Complex volcano;Historical;;;;40.73, 13.897
1568-01-01;Solomon Is.;Savo;Solomon Is-SW Pacifi;non;non;510;Stratovolcano;Historical;3;1001;1001;-9.13, 159.82
1663-08-16;Japan;Usu;Hokkaido-Japan;non;non;731;Stratovolcano;Historical;5;5;5;42.53, 140.83
1693-01-09;Italy;Etna;Italy;non;oui;3350;Stratovolcano;Historical;;;;37.734, 15.004
1755-10-17;Iceland;Katla;Iceland-S;non;non;1512;Subglacial volcano;Historical;4;2;2;63.63, -19.05
1843-08-01;Indonesia;Lamongan;Java;non;non;1651;Stratovolcano;Historical;2;4;4;-8.0, 113.342
1913-12-06;Vanuatu;Ambrym;Vanuatu-SW Pacific;non;non;1334;Pyroclastic shield;Historical;3;21;21;-16.25, 168.12
1957-10-01;Japan;Aso;Kyushu-Japan;non;non;1592;Caldera;Historical;2;12;12;32.88, 131.1
2013-09-04;Japan;Sakura-jima;Kyushu-Japan;non;non;1117;Stratovolcano;Historical;;;;31.58, 130.67
2015-05-07;Indonesia;Karangetang [Api Siau];Sangihe Is-Indonesia;non;non;1784;Stratovolcano;Historical;;;;2.78, 125.48
1311-01-18;Iceland;Katla;Iceland-S;non;non;1512;Subglacial volcano;Historical;4;;;63.63, -19.05
1716-07-20;Indonesia;Kelut;Java;non;non;1731;Stratovolcano;Historical;2;;;-7.93, 112.308
1729-02-01;Iceland;Bardarbunga;Iceland-NE;non;non;2000;Stratovolcano;Historical;1;;;64.63, -17.53
1742-12-09;Ecuador;Cotopaxi;Ecuador;non;non;5911;Stratovolcano;Historical;3;;;-0.677, -78.436
1939-10-13;Indonesia;Dieng Volc Complex;Java;non;non;2565;Complex volcano;Historical;1;10;10;-7.2, 109.92
1952-01-01;Philippines;Ambalatungan Group;Luzon-Philippines;non;non;2329;Compound volcano;Fumarolic;1;12;12;17.32, 121.1
1984-08-15;Cameroon;Oku Volc Field;Africa-W;non;non;3011;Maar;Radiocarbon;;37;37;6.25, 10.5
1993-04-19;United States;Kilauea;Hawaiian Is;non;non;1222;Shield volcano;Historical;;1;1;19.425, -155.292
2010-08-30;Indonesia;Sinabung;Sumatra;non;non;2460;Stratovolcano;Holocene;;2;2;3.17, 98.392
1947-07-06;Japan;Asama;Honshu-Japan;non;non;2560;Complex volcano;Historical;2;11;11;36.4, 138.53
1979-09-06;Japan;Aso;Kyushu-Japan;non;non;1592;Caldera;Historical;2;3;3;32.88, 131.1
1989-08-26;Japan;Kirishima;Kyushu-Japan;non;non;1700;Shield volcano;Historical;;2;2;31.93, 130.87
2001-05-14;Italy;Etna;Italy;non;non;3350;Stratovolcano;Historical;3;1;1;37.734, 15.004
1375-01-01;Mexico;Chichon, El;Mexico;non;non;1150;Tuff cone;Historical;5;;;17.36, -93.228
1698-01-01;Ecuador;Cotopaxi;Ecuador;non;non;5911;Stratovolcano;Historical;3;;;-0.677, -78.436
1775-01-01;Indonesia;Gamalama;Halmahera-Indonesia;non;non;1715;Stratovolcano;Historical;3;1300;1300;0.8, 127.325
1822-10-08;Indonesia;Galunggung;Java;non;non;2168;Stratovolcano;Historical;5;4011;4011;-7.25, 108.05
1874-07-03;Japan;Miyake-jima;Izu Is-Japan;non;non;815;Stratovolcano;Historical;3;1;1;34.08, 139.53
1911-11-08;Indonesia;Semeru;Java;non;non;3676;Stratovolcano;Historical;3;;;-8.108, 112.92
1928-05-13;Indonesia;Dieng Volc Complex;Java;non;non;2565;Complex volcano;Historical;2;40;40;-7.2, 109.92
